Comment,Type,Predicted_Type
好久没看过这么纯的了,一般,差评
漫威大型心理治療課上線啦,一般,差评
为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊为什么一言不合就尬聊,一般,差评
好无聊抑郁症真可怕想看模仿大师和活结大王的本子,一般,差评
让A24团队拍是单纯把A24以往的类型片套个超英模板再拍一部新电影是吗感觉几位角色的感情几乎没有铺垫就这么拧巴在一起了很随便超英电影也算走到头了只剩营销这一个发力点了,一般,差评
找了一群拍动作戏巨帅的冷门角色拍了个话唠心理疗伤片漫威最窝囊反派模仿大师此番出场2分钟下线,一般,差评
这就是最近漫威最佳的话电影或者电影院真的完蛋了稍微能看爽的点都是冷饭1压榨冬兵剩余价值漫威所剩为数不多的熟脸帅气出场然后又让他继续战五渣被锤2纽约都市被毁各自救人梦回复联爽了一分钟又没了3尝试模仿x特遣队但既没有R级也没有有意思的反派性格就最后变成family对抗虚无而新的角色无法让人共情3夏日重现的特效算是亮点但也就正常电影工业水准sfc上影国际锦和尚城  bgm怎么不是李b的我们生来就是孤独,一般,差评
感觉漫威现状比较接近曼联任何闪光点都属于是回光返照了,一般,差评
话疗拯救世界哨兵设定挺酷炫然敌不过二寡暖心话术文戏煽情太多了我不get,一般,差评
"毒液3是烂美国队长4是劣质而雷霆特工队就是无聊活脱脱一个美国深海一群超级英雄在治疗抑郁症
A24的人严重贪污了完全没有大场面最后的决战可以说是漫威里最敷衍最摆烂的五个人一起抱住哨兵感化他想出这种Boss战的人得家里请高人了本来想给三星的因为这个直接扣一星
黑寡妇里的白寡妇红色守卫模仿大师美国队长里的冬日战士蚁人2里的幽灵猎鹰与冬兵里的美国密探新角色哨兵一群人聚在一起拍的还不如隔壁的自杀小队至于新神奇四侠的彩蛋也没什么看头
小队看似人多实则是三个低配美国队长一个二代黑寡妇唯二有看点的一个是唯一有超能力的幽灵还有出场两分钟就被爆头击杀焚尸的模仿大师进海报属于是诈骗了至于哨兵盗版超人罢了",一般,差评
如坐针毡如芒刺背如鲠在喉,一般,差评
VUE 英雄之旅整的毫无新意前期铺垫的时长够了但深度似乎真就是过家家的阶段结尾降神设计的也是十分的生硬真的是白铺了34的时间还有看这部电影有一种看加长预告片的质感本来决定去电影院也是想看看这些角色的特点和他们之间是否可以碰撞出什么火花但是发现其中尽是尴尬这样看红色卫兵的尴尬可能是最契合电影基调的,一般,差评
没什么意思看的我昏昏欲睡,一般,差评
漫威的流水线电影还是很无聊,一般,差评
虽然装得挺有深度但还是感觉很幼稚倒是有种山寨复联的味道漫威这个味儿啊真是看一会儿就困了好在有酷酷的肉肉的皮尤看,一般,差评
原本是想去看个爽片没想到漫威已经黔驴技穷到把白男 methhead 的存在主义危机拍成了超级英雄反英雄电影一看就很穷又拍不出 James Gunn 那种 B 级片感连 Beef 都不如外网一大堆 Steven Yeun 爱你哦可是 Pullman 演技好棒让我好有保护欲哦我也真服了冒牌俄语口音加演技都尬得要死冬兵那条线更是莫名奇妙冬兵的 theme music 一如既往惊艳是这部电影唯一给我留下好印象的地方,一般,差评
海报上的这几位放复联1里连齐塔瑞大军都敌不过一颗星给没出现在海报上的那位期待一下复联5里他的表现,一般,差评
IMAX版推荐一部已经把哨兵人物动线拍尽的作品超能失控,一般,差评
不喜欢一代 但皮尤二代黑寡妇是真的最恶心人选了,一般,差评
剧情节奏真是不敢恭维 前面部分略显无聊,一般,差评
豆瓣怎么没有零分,一般,差评
202551 英皇电影城三里屯店 这个imax厅不算大但是效果蛮好的故事就emm毫无惊喜的工业流水作品,一般,差评
试图通过不停话疗挖掘出点深度来Make Avengers Great Again但是拍出来的是没有人爱我我心理阴影面积和纽约一样大这种思之令人发笑的东西,一般,差评
假如没有JLD坐镇把关难以想象一群臭鱼烂虾一起伐木累话疗该有多无聊,一般,差评
雷霆talk队,一般,差评
平替,一般,差评
你们这些电影能停止话疗吗,一般,差评
扮搞笑小队,一般,差评
咱们Baltimore homicide的Bunk再就业成功不算 港口工会主席Frank也起死回生了哈哈 只有Selena降级了 从Veep职位上退了下来全片都在给观众道歉说我们知道自己很菜 是降级版的Avengers 但您能不能看在我们身世很可怜的份上接纳我们呢不过我选择不接纳实际大概2星感情因素减1星,一般,差评
边缘小队组合需要黑色的正反馈哨兵从类型或逻辑上都说不通政客是强大的对手对小队来说需要有个逆天的突破结局合理但远远不够叶莲娜在与哨兵共情并非用根源上解决心理问题同上小队受大众欢迎并不表示解决了他们的边缘问题,一般,差评
工作日一下班就去看电影的结果就是睡着了n次但每次醒来都发现根本不影响理解剧情也就那样了 英皇imax,一般,差评
好一个Talk show 文戏含量80 句句都是毒鸡汤 每个角色都追忆着他们悲惨的童年,一般,差评
片子进展到第三幕我估计主创都已经忘了这是部讲述小人物自保逃杀的政治惊悚片所谓创伤疗愈本该只是人物驱动而非故事主体拿辅料当主菜的后果就是类型满足被完全无视全员让哨兵一顿胖揍领头的下令斩草除根可无论想杀的还是被杀的都没有一丝一毫的紧迫感节奏全被一个接一个loser牢骚稀释了当然这一切的症结还要归罪于瓦伦蒂娜这个屎一样的人物她绝对是MCU史上最差的串联角色从黑寡妇彩蛋打哈欠我就产生不了一丝一毫的信服连隔壁阿曼达沃勒都不如更遑论碰瓷前三阶段的尼克弗瑞两星给刚开场就杀青了的模仿大师不止一次强调MCU想要破局就必须得敢死人即便这很明显是古恩立项时的遗留,一般,差评
不行不可以不接受,一般,差评
15 You know what 即使是自杀小队或者银河护卫队那样的losers小队也是需要叙事节奏和技巧的商业片对话能延续1小时气氛和节奏能down一小时全是Yelena在Bitching about something nobody cares 到了Bucky出场才略微勃了一下然后继续down加上绝对降级了很多的预算导致的穿帮和静默BGM几乎成了一集漫威电视剧整了个缺爱黄皮超人aka神奇动物默默然这都是华纳的啊笑死也太无聊整个片子甚至连个能看的脸都没有Bucky还是老了在银河护卫队最后一部之后每看一部漫威只能让我更看好被DC接收的James Gunn系列,一般,差评
额25+吧可能是我期待有点高,一般,差评
无聊浪费时间,一般,差评
20如果说将事件压缩到最短时间解决还能节奏如此拖沓姑且反映的是导演个人执行水平那在已经意识到正反力量悬殊知趣地从武力对抗转为心灵感化后还能在鲍勃精神世界展开莫名其妙毫无观赏性和说服力的打斗场面无疑是整个创作团队脱不了干系的脑残行为这片算是最近几年漫威超英的一朵奇葩理论上它多角度求新实践上它拉了一坨又一坨大的,一般,差评
"宣传语应该改为漫威打戏重回巅峰因为除了打戏就没有优点了拍十八线小英雄还得是詹姆斯古恩人家是真能把每个角色方方面面都给照顾到这片的理论上限大概就是银护3最后那个大拥抱就是学人家的可是你们的团魂呢你们好像才认识没几天吧人物戏份占比分配不均是一个问题还有一个是情绪是要靠传达的表现一个人物孤独不能只让ta用台词说出来或者直接给反派起名叫void说个题外话漫威现在数值膨胀太猛了新英雄这么强你让我们老版本英雄怎么玩
楼上友嘉影城",一般,差评
好难看全程打嘴炮,一般,差评
啥玩意儿啊这是这也叫超英片,一般,差评
Boring boring boring从头到尾话疗而且还是那种笑点和有效信息都乏善可陈的尬聊看得只想按快进花了电影票钱真的不是来听这帮人互相疗愈的啊Valentina迷之自信小队成员集体丧气全片做出的最大战绩就是把一块混凝土推倒让这么一帮新复仇者们+一个黑化就带全世界狗带不黑化只能输出负能量的nobody来保护人类还真的是让人放心呢善良与邪恶分身并存的设定看出了一点Scott Pilgrim vs the World的味道但目前剧情进展都还没有到解决问题的情节按漫威的一贯作风估计又会高举轻放下次再见直接收放自如了20250504大光明,一般,差评
复联四后经典巧克力答辩凯文飞机来了也没用这么好的题材最后也搞砸了真是没希望了最理解星战迷的一集,一般,差评
抑郁症诊疗片,一般,差评
我真的要睡着了,一般,差评
美国的电影就是太差了,一般,差评
这种垃圾电影也能高潮想拍的有深度结果肤浅的很打斗戏雷声大雨点小结果就整了部三不像五一看的第一坨,一般,差评
莫名其妙,一般,差评
没有燃点也看不出什么深度作为爆米花电影都看起来不太开心呢期待中的三流团队打成一团的概念也是名不副实实在是宣传太会找点罢了以及皮尤实在不适合这类大片真的太文艺脸了啦,一般,差评
这还能有68分是什么鬼,一般,好评
漫威版自杀小队拍的磨叽太能唠了低配斯嘉丽和甜茶审美真是降级了女主一大圣母像bob的新妈妈逻辑对吗冬兵一直都是笨蛋人设吗这样还当议员呢哨兵像蝙蝠侠想象中恐惧的超人还学上人家的设定了这几个人刚刚认识也太团结了也学过团结就是力量吧最后一辈子的心理疾病重温一下就好不会填坑就别挖这么大感觉是给美国青少年的心灵鸡汤,一般,差评
"剧本水得就像小学作文所有好人坏人羁绊分歧都像儿戏似的动作画面更是少得可怜打斗场面也不都爽利节奏完全一塌糊涂
我可以接受爆米花无脑但要够爽我可以接受超英电影节奏平稳但叙事和人物塑造要强这片子就是啥都想要啥都没捞到",一般,差评
想给超英电影加一些心理活动的深度但呈现的效果就是粗浅无聊最要命的是没能创造哪怕一个奇观场面连身体奇观也没了好歹给我看一看巴基的奶子和屁股呢,一般,差评
垃圾,一般,差评
吹太过了要剧情没剧情要打斗还是凑合看看剧情吧,一般,差评
臭鱼烂虾联盟真就不如路边一条美式样板戏最好的创意是末影人特效还是寂静岭心灵杀手玩剩下的漫威电影的时间线如果在复联4结束然后拍拍剧集还能留具全尸现在的狗尾续貂无不印证马丁斯科塞斯的名言漫威拍的不是电影是游乐园影像演员演多了这种摇头晃脑的角色以后还能演正剧吗,一般,差评
好难看啊新复联的开场如此拉跨吗,一般,差评
全片最宏大的战斗场面是雷霆特工队全员对阵三台悍马军用吉普重武器上限是直升机机炮整体充斥着搞笑抽象的气氛难以作为漫威的正传作品登上国际荧幕,一般,差评
布什海报上怎大个模仿大师结果一上来就领盒饭了值得肯定的是同样是摈弃大场面这部的肉搏战比起新美队要好看不少不过核心价值走向以及剧作思路的转变并没有逃过套路化模版的束缚身为废物打工人的失意孤独以及虚无确实是很容易令人共情并顺应当下的时代病症可哪怕再煽情依旧是打嘴炮也令人难以共情归根结底是导演有了一个求变的不错的点子但真正内里的表达还是懒惰取巧的觉得观众好骗仅仅是说几句浅显俗套的台词就妄想打动人他其实丝毫不在乎角色的过去那些创伤与痛苦他只想高喊新复仇者联盟的口号只有炒冷饭和卖肉的本事既然这样还不如让巴基露露基巴呢,一般,差评
" Pathé Arena 
IMAX Laser 
戏里戏外有一个对照组显得更悲凉了
两星全给皮尤",一般,差评
伪造痛苦然后宣称自己已经克服了它呕,一般,差评
最近烂片有约看多了不断幻视鲨卷风选哨兵当反派大方向就错了战力差距过于巨大最后只能靠嘴炮,一般,差评
本着必须把票用掉的原则新时代的漫威足够的boring啊希望用大家都是loser来共情牛马然后是心理阴暗面和救赎的博弈确实剧本着实不行结束后看到大家久久不离去还是很久没看到这个场景了复联爱好者大基数还在啊虽然我不是,一般,差评
5710纽约那回路式的场景设计加一星吧,一般,差评
有点无聊还嘴炮呢,一般,差评
+,一般,好评
只能说去电影院看真不犯毛病吧,一般,差评
510 CBD万达IMAX激光话疗,一般,差评
哎一如既往的打斗不够刺激也没啥特效唯一群殴场面感觉哨兵像祖国人反派实在拉胯,一般,差评
60都是文戏我本来还期待着一些爽感十足的打戏是因为战力不够干脆不好好打了吗对漫威宇宙不了解的人看这部电影有难度光搞清楚人物关系就费劲剪辑做的不好有明显的不连贯镜头人物也很薄完全共情不到感觉所有人都是一种情不知所起的诡异状态怎么就和解了怎么就弃暗投明了理解不了,一般,差评
25 好寡淡的故事,一般,差评
起晚了早上巴里林登重映迟到半小时不让进了给我换了最近一场雷霆小队的最后一个位子看完就是很后悔没挣扎一下起来看巴里林登,一般,差评
IMAX 垃圾玩意浪费钱,一般,差评
感觉美帝的价值观现在已经支撑不了复仇者联盟了漫威的故事实在是讲不动了开始走吐槽模式拥抱meme时代还有瓦伦蒂娜这个角色真的不是图尔西加巴德吗,一般,差评
枯竭,一般,差评
仅仅比三个星期前的大糊片谍网追凶有趣那么一点但不多对于一部超英电影没有什么比让主角团和反派之间缺少真正的对立关系更令人感到无聊的了,一般,差评
20250430 百丽宫iapm激光IMAX,一般,差评
无时不在的插科打诨穿插回忆让人觉得又可叹又无奈都是老配方了不新鲜悲惨过往人物深度分裂人格精神迷宫亲情爱情逐个升华也都见怪不怪还不如实实在在打怪爽一把三流超英就是这么个出路雷声大雨点小整出个大事大怪也得赶紧在结尾前给收拾了不能影响主线剧情开头既然要把这几个人一锅焖了也没必要设计让他们互相残杀直接按按钮就行更没必要倒数2分钟结尾更是彻底闹着玩了反派瞬间变老板那这两小时干嘛呢都WOT,一般,差评
其实这是一部抗抑郁症宣传片吧,一般,差评
拍成一部类似于潜伏招魂的恐怖片会不会更好看,一般,差评
漫威也有自己的超人辣,一般,差评
前一小时三颗星后一小时一颗星巴基一个人帅可以打五颗星但那有什么用呢哨兵的人物塑造烂到爆炸配乐也是一塌糊涂原本这部电影可以成为一部平庸但能看的超级英雄电影但如果要用已经至少三四部电影来缅怀妇联却始终原地踏步吸血老前辈的话我看漫威是真的没有复活机会了到底是这个世界观里的人走不出妇联还是赚不到钱的制片高层走不出妇联啊真的好难猜呢,一般,差评
美国队长4我能给3星这片子比美队4好在哪,一般,差评
边角料们的边角料 全员丑比 太丑了 能把英语说的这么难听也真是酷刑 俄式大舌头哞哞哞 演技油腻剧情尴尬 哭尼玛哭啊 注水剧 台词就跟现编的串词一样太不讲究了能不能改成无声的 只有冬兵耍帅的那一下子让我梦回复联 以及最后的幽默感 but整体不行 不能这么糊弄粉丝吧,一般,差评
我是来看打仗的不是来上心理课的,一般,差评
中国电影不好看没想到外国电影更难看小家子气的超级英雄明天看看水饺姐,一般,差评
除了女主的演技和一小部分动作戏其他真的给不到很好的评价所谓最后的重磅彩蛋充其量就是YG宣布回归结果是金智秀带着BabyMoster真是漫威粉的福报,一般,差评
低配版复仇者联盟,一般,差评
好无聊的电影谁在说漫威翻身了,一般,差评
"做不到超英类型片中的视效宏大打斗场景爽但是又没法在立意和高度上有深入的表达以及完全没有必要的3d半路杀出的哨兵战斗力和其他人差距过大打得没有看头
不及格",一般,差评
实在勉强,一般,差评
"底配版新复仇者啊原来是不是你们自己看看这吸粉吗莫名其妙的团结友爱莫名其妙的创伤越来越合家欢过家家了最惨还是我们复仇者大楼尸骨未寒办公室出租还又被砸了",一般,差评
很差吧,一般,好评
除了辣辣巴基宝贝之外不知道这片子有什么存在意义,一般,差评
这不就是重生之我在亲友陪伴下打败抑郁症好美式的精神内核永远会在失败之后大骂队友然后战队分崩离析又在危急时刻突然出现拯救路人team重聚接受鼓掌会有永远爱你无论你作恶多少端依然把你当宝宝一样宠说你没错的亲友陈旧得说是10年前的剧本也不会有任何人怀疑包括最后都这样了还要陪那个女议员演和和美美我是真的不理解,一般,差评
特别喜欢Florence Pugh也特别期待寡妹但真心觉得这部不好看流水线反派剧情还是老一套没什么新鲜感开场不到十分钟就开始犯困猛禽小队至少还有服化造型是有让人眼前一亮的漫威收拾收拾赶紧毁灭吧,一般,差评
丢掉动作成分丢掉大场面解构了超级英雄但是又没有重构出什么有趣的东西甚至还是掉入了英雄叙事的俗套,一般,差评
人物倒挺有魅力但怎么这个团队一点高光都没有,一般,差评
过时鸡汤各方面都很陈旧没学会走就想跑起来最后只会散架如果是漫威粉丝在第五阶段里是可以一看的,一般,差评
勾石看得睡着了,一般,差评
废话好多也没有吸引人的出彩角色,一般,差评
顶级营销内容无聊平庸想象一下James Gunn拍的那部自杀小队但是把James Gunn换掉然后角色火花基本没有这帮loser组在一起的动机也不说服人本来想说预期太高结果失望所以扣一星给两星想了想没有这个预期我也会给两星的,一般,差评
好久没看过这么无聊的毫无诚意的电影了说着那些救世的话自己都一脸不相信的样子台词剪辑镜头演技全面AI化这年头还有真人演的电影吗,一般,差评
MCU自复联4之后基本就拿三件事做文章平行宇宙钢铁侠史蒂夫罗杰斯看之前被宣发吸引导致我非常期待看之后频频摇头可能我对这部电影的预期是探讨MCU前几个阶段都没有真正做到的事情就是英雄与政治间的关系雷霆特工队在A24的制作班底下确实走出了一条有别于其它MCU作品的路子但我想我们急切地需要一部真正的政治惊悚与超级英雄结合的电影,一般,差评
过于矫揉造作后半段已经难看到我朋友一个平时不打分的人直接在豆瓣打一星不是说超英不能有心理创伤啥的但你不能整出家人侠来糊弄人啊你让几个二线混混打哨兵不是存心为难他们吗小混混就该打小混混级别的反派一看到用爱感化哨兵真的忍不住翻白眼美队4用过一次马上接着再用我一看神奇四侠的预告出现we are family这句台词就不打算浪费钱了,一般,差评
狭隘 幼稚 唧唧歪歪居然已经属于近年来漫威超水平的作品了漫威能不能搞明白自己存在的价值人类的生存宇宙的起灭无可复制的奇幻伴随成长的历史在妇联结束的项目中通通荡然无存真的在座的各位都是垃圾级别的创意和策划人,一般,差评
堆砌了反英雄心理创伤政府阴谋等时髦元素却未能赋予其真正的叙事重量叶莲娜与巴基的角色弧光本可成为亮点却被仓促的团队戏稀释成流水账式的人物速写皮尤的表演虽具张力却困于剧本对二代黑寡妇的扁平塑造哨兵的精神分裂设定本可深挖却沦为CG大战的廉价催化剂其百万太阳之力的威胁感甚至不及银河护卫队中一根尬舞的触须想复刻美国队长2的谍战冷峻却因过度依赖团队内讧在黑色幽默与严肃议题间反复横跳最终两头落空瓦伦蒂娜的阴谋线更敷衍如PPT汇报权谋竟比迪士尼反派更儿戏所谓反英雄救赎不过是自杀小队的陈旧模板刷上一层漫威金漆连彩蛋都透露出创意枯竭的疲态当DC已用R级癫狂解构反英雄叙事时漫威仍在安全区里蹒跚缝合怪式的作品恰是其工业化流水线困境的缩影,一般,差评
文戏怎么那么多啊尬得嘞,一般,差评
低成本公式化超英模板1个半小时唠嗑15分钟特效,一般,差评
漫威牌注水网剧都不如猎人克莱文怎么夸得下嘴的漫孝子们,一般,差评
无聊最精彩的动作戏都在预告里了文戏也是流于形式泛滥陈词第三幕果然跟大家猜得一样是靠嘴遁取胜我能get到这群丧气Loser的魅力也想看他们有所作为可是本片就是一无是处无法让他们有出色的表现,一般,差评
先说个结论不算银护3漫威四五阶段最好的电影蜘蛛侠3死侍3都比漫威一二三阶段最烂的电影惊奇队长黑豹要差漫威现在已经无法创作出一个动机清晰有执行力的角色了所有作品的所有角色想一出是一出这样的虫豸怎么会有超级英雄的魅力瓦伦蒂娜也是一坨屎手下这么多超级士兵为了毁灭证据就想一锅端了说两句话就妄图洗脑哨兵先不谈远不如自杀小队五个杂鱼哨兵的塑造也是稀烂关于创伤的设定及相关剧情被祖国人完爆哨兵之死是我少数看过的漫画之一直接照着翻拍口碑都能大爆节奏还行看着不无聊闯入梦境也有盗梦空间10的神韵可惜我摊上了一家垃圾影院幕布又脏3d各种残影高音量时有强电流声看的时候一直走神一边想着我下午玩的策略游戏一边想着这种烂烂组合上次见到还是JOJO6跟网飞,一般,差评
看的电影院国配版两星不能再多了我就说30块钱的3D版总归不会是让我捡到便宜了我哪有这么好的运气配音太灾难了,一般,差评
"为模仿大师Antonia来看的人好惨预告宣发甚至每张海报都诈骗马窝赔钱永远不会原谅🥲 
这部的文戏好烂太直给流水账了整体节奏也是走马灯速推为什么会毫无铺垫开始推心置腹讲童年创伤啊就算是自嘲也太ooc这还是鹰眼剧里躲起来舔伤口的小叶吗尴尬癌都犯了啊啊啊啊",一般,差评
挺无聊的,一般,差评
"awww主角团用拥抱感化自残抑郁侠so cute

Bob 刚出场的时候我还以为是snl里pdd里的martin呢

忽然想起来台词中有一处原句用的是her翻译写的是那个大妈指Valentina为此再扣一颗星",一般,差评
又被烂片威骗一次还好免费看的 imax 不亏,一般,差评
冬兵公路追逐戏那段挺好的黑梦那里实在很难不联想到盗梦空间不讲宏大主题了可不还是到处给路人挂脸谱有几段梗没听懂不妨碍我思考年轻人波比的脆皮人生观是怎么形成的啊 啊所以到底是想讲什么,一般,差评
"IMAX
强烈建议不要看3D不要看3D不要看3D全片夜戏量太多加上BOSS的黑暗大招IMAX都有点看不清戴个3D眼镜等于睁眼瞎
主题就是废柴联盟Florence Pugh也谈不上多惊艳很多动作戏是替身在打架皮姐那小短腿宽下盘也不适合演这类角色只能说比之前那几部烂出翔的漫威电影好一丢丢里头一众演员的气场较旧复联差了十万八千里一到文戏就想玩手机
哨兵那个黄紧身衣加披风的造型感觉是在模chao仿nongDC的超人太可笑了国足的队员怎么能嫌弃C罗老了不行了呢",一般,差评
整两个小时一个有魅力的角色都立不起来意识流迷宫部分更是低配版控制+心灵杀手,一般,差评
摄魂怪大闹纽约,一般,差评
闹着玩一样,一般,差评
25他们话好多漫威的选角审美真是越来越令人迷惑了,一般,差评
很烂烂到我不知道怎么评价了,一般,差评
比糟糕更可怕的是平庸比平庸更可怕的是乏味比乏味更可怕的是他们居然是新复仇者联盟太无聊了他们甚至没有给打败哨兵做任何一点蝼蚁战胜大象的情节巧思直接用话疗击败了所有文艺作品最难解决的Boss的存在危机而阴谋家像个小丑一样还想利用这支杂牌军组建一个英雄联盟而这支连讲段子都很无聊的Family杂牌军居然敢厚着脸皮接下复仇者这个名头吗的,一般,差评
头脑特工队低配真人版全片像是那个魂游80的时间都在跑图大招清兵然后发现第一关的boss是全盛女武神为了补全设定大部分角色大部分时候都像拿了诺兰的剧本一样bb设定粉丝不粉丝路人也没照顾上为了反套路而反套路绝大多数情节都生硬的要命所有的而且从剪辑到镜头都无比平庸最后的组队大战宜家家居还算有点新意勉强能给个两星半吧,一般,差评
不怎么样免费票换的看了不心疼老套的剧情各种心理ji病主角偶尔的冷笑话说是新复仇者实际上真的落魄不如第一阶段的漫威,一般,差评
又一部超长预告片,一般,差评
前面三分之二太难看了 节奏很慢 恨没有三倍速后面还勉强新复仇者联盟 我没有一丝期待,一般,差评
我觉得还行只是不太同意对于哨兵和虚无的设定喝了人造血清就能这么厉害了吗感觉跟绯红女巫凤凰女琴都差不多一个战斗级了这个设定很不接受当然还有最后的嘴炮猜到了的依然觉得可笑🤪,一般,差评
第四阶段后的漫威就是个笑话同样的洗白坏人当英雄剧情漫威被隔壁dc的自杀小队吊打超英实在没东西拍了吗已经迭代到大战精神疾病内心恐惧版本了是吧 为了冬兵来看的唉结果又成老带新背景板,一般,差评
像是ai剧情,一般,差评
漫威此阶段最大的败笔之一就是把主线剧情的一大部分都分摊到了电视剧部分谁特么看啊,一般,差评
"全篇能立得起来的角色只有冬兵和叶莲娜冬兵的高光戏份还少得可怜
ps想看冬兵带孩子的戏份",一般,差评
他们有多厉害呢就这么说吧一块楼板需要他们全队去扶还要表现出团队协作勇气可嘉的样子,一般,差评
雷人特供堆,一般,差评
全是嘴炮前面至少半个小时不知道在干嘛观众喜欢看的CG和打斗都是一闪而过现在漫威也喜欢把小品带进工业电影里,一般,差评
有新颖的地方但不多近几年最像AI写的一个超英哈就直说抄瞬息全宇宙吧连宣发都在蹭A24结果连皮都没学到拉来Son Lux做音乐是因为想找关家永俩导演拍个漫威版结果请不了哇看的出来这位导演也有点致敬哈台词一样内核一样结果还在用最俗的那一套超英来叙事就是黑袍纠察队里祖国人们演的广告那种,一般,差评
以前还要从牛粪里挑点鲜花评价下对不起这次真评不了给我看麻了电影如Boss一样确实很VoidNothing but void看得我朋友都咳嗽了凯文费奇牛逼在他手上MCU蒸蒸日上永不亏损是我对烂的想象匮乏了今天凯文老师让我学习到了,一般,差评
看得我昏昏欲睡,一般,差评
幸好放映厅里就我一个人困了我还能站会虽然两部自杀小队旧的没有玛格特罗比就是一坨新的没有滚导就是一坨那也不是这个破玩意能碰瓷的即便我新阶段漫威电影电视剧一部不拉除了冬兵和皮尤我都得搜肠刮肚的想想这个人是谁就这帮边角料也敢图穷匕见亮个新复仇者的招牌咋的复仇者联盟现在是贴牌了是么,一般,差评
瞎拍什么混乱得不行,一般,差评
废材特工队失意者联盟翻来翻去的悲惨童年暗黑回忆drama童年自毁麻木雇佣兵之路没啥太多新意的故事梗概弑姐成魔恶魔训练的女特工盗版美队跌落神坛犯了错沦为常规失意男妻与子日常的抛弃留下空壳的家庭人设开场领便当还没来得及讲故事的隐形女没有太多故事的隐身女孩大胡子窝囊废喊口号老爸没了正版美队的故事辅助线巴基也只不过是胡子拉扎长发的独臂男刻意复刻其他英雄片的冷幽与反类型可惜也只是点到为止俄罗斯的气泡音皮尤真的非常有魅力收尾的部分倒也还可以黑化消失的人影正反两面的左右互搏关于没有伙伴自我消解的抑郁故事伐木累的治愈之道好伙伴的斗嘴Family Trip女政客Work Bitch拂袖多变利用一切正反转化的黑白颠倒收尾恶搞海报复刻反而最惊艳,一般,差评
这部片也是一坨唯一的改变就是不怎么衔接漫威主线和各种蹭彩蛋了但是主要剧情还是毫无亮点甚至动作特效场面也不舍得搞了还有饰演模仿大师的欧嘉你们真不是因为她在社媒上的政治立场才把她踢出局的,一般,差评
边角料低配版复联VS精神分裂版超人或者说灭霸Boss战成了心理疗愈更是加强了这种浓浓的山寨味,一般,差评
太弱智了 漫威,一般,差评
洋桥华谊IMAX,一般,好评
太尼玛难看了我靠漫威是不是复联四之后每个电影都这么营销啊每次我感觉诶哟打戏不错啊然后就戛然而止随之而来的是一堆听我的昏昏欲睡的漫威冷笑话甚至电影都没有一个真正意义的高潮到后面连漫威标配的打戏都没有意识流之后就结束了我靠整个队伍的人都跟青春期似的幼稚大吵大闹难受哭找爸爸我靠太难看了,一般,差评
本来从不看漫威的但是你也架不住只有漫威啊符合对漫威电影的一贯印象连大场面都廖廖你敢信真不如在家看集美剧算了,一般,差评
啥玩意,一般,差评
被拉着去看了超英没有基础的差生前一半直接昏睡过去看到金发超英出现直接笑醒了白男超英形象太典了整体超出预期尤其是没有绝对的反派这一点终极敌人是自己的灵魂和虚无所有人都要面对自己的创伤和一切都没有意义这个事实然而后半段避重就轻用我们都在你身边这种煽情鸡汤作为解法实在有点糊弄了反派形象太神了全黑的身躯被吞噬的人瞬间化为黑烟联想到回路里人的死法生命的虚无和死亡的未知具像化不知这部电影是否有原子弹爆炸后人死亡的意向这点真的打破我对超英的刻板印象和评价甚至有点想补几部片～,一般,差评
许久没看漫威没想到已经变得这么无聊就仿佛一部又长又臭的剧还在努力拍续集感觉在很努力地讲一个拯救抑郁症患者同时抱团取暖的故事但磨磨蹭蹭两小时不如隔壁树人的一句we are groot剧情拖沓人物塑造失败而且是真的无聊到抠脚垃圾,一般,差评
就那么回事儿吧再次证明漫威电影已经低龄化了漂亮国特别喜欢把杂牌军凑在一起拯救自我灵魂的剧情模式只不过这次这也太低成本了吧,一般,差评
难以想象前几部是有多烂这部才会有人夸依旧是超级俗套的美国家庭内核的故事剧情家庭成员一起聊着笑着帮助新加入的成员走出抑郁症顺带面对下自己黑暗的过去就算跟自己和解了说是新复仇者也仅仅是个噱头场面却是畏畏缩缩不敢放开手脚的竟然有人说文戏不错是认真的吗只觉得塞包越老越帅了,一般,差评
"很平庸的一部字幕最后的彩蛋是我有史以来见过时间最长的彩蛋但它预告了下神奇四侠
剧情本身就在讲几个电视剧和票房不好的漫威作品里的loser角色们的自我救赎一群人最后不是靠打来赢反派而是靠感化",一般,差评
低配版怪奇物语加盗梦空间很一般剧情没有高潮一堆人忙忙活活就很无聊,一般,差评
"垃圾浪费生命中的两个多小时
为啥没有0星可打",一般,差评
笑点少且不自然泪点短且无新意最期待的动作戏也完全没有复刻美队2的辉煌大场面更是隔靴搔痒总之期望越大失望越大,一般,差评
漫威越来越烂了,一般,差评
回家回家有爱就不怕,一般,差评
最低只有一星是我的遗憾从没看过这么抽象的电影,一般,差评
"台词欠点意思哨兵真是有受迫害妄想症
一群臭鱼烂虾组成的团队说好的超能力呢并且几个角色都跟带资入组一样台词念得超烂的
冬兵追几位主角那段是为数不多的亮点
红色守卫强行挑起与哨兵的冲突要开战明明就打不赢
女主自诩跟boss很熟也挺搞笑的",一般,差评
